URLSimilarityIndex,HasSocialNet,NoOfJS,NoOfImage,HasDescription,IsHTTPS,label
100.0,1,26,7,1,1,1
100.0,1,33,19,1,1,1
100.0,1,10,2,0,1,1
100.0,1,26,77,1,1,1
100.0,1,25,49,0,1,1
100.0,1,20,40,0,1,1
100.0,1,8,64,1,1,1
100.0,1,12,30,1,1,1
100.0,1,3,24,1,1,1
100.0,0,4,1,1,1,1
100.0,1,44,37,1,1,1
100.0,1,9,84,0,1,1
100.0,0,5,17,0,1,1
100.0,1,18,80,0,1,1
100.0,1,10,19,1,1,1
100.0,1,10,36,1,1,1
100.0,1,27,25,1,1,1
100.0,1,20,21,1,1,1
100.0,1,17,42,1,1,1
100.0,0,12,55,1,1,1
100.0,0,3,11,1,1,1
100.0,0,1,0,0,0,0
100.0,1,22,32,1,1,1
100.0,1,36,35,1,1,1
100.0,0,17,5,1,1,1
100.0,1,2,0,0,1,1
100.0,1,11,18,1,1,1
100.0,1,19,15,1,1,1
100.0,1,12,37,1,1,1
100.0,1,10,40,1,1,1
100.0,1,45,31,1,1,1
100.0,1,6,76,1,1,1
100.0,0,12,7,1,1,1
100.0,0,22,57,1,1,1
100.0,0,14,19,1,1,1
100.0,1,6,21,1,1,1
100.0,1,56,53,0,1,1
100.0,1,23,54,1,1,1
100.0,1,13,90,1,1,1
100.0,1,2,31,1,1,1
100.0,1,66,51,0,1,1
100.0,1,27,11,1,1,1
100.0,1,27,123,1,1,1
100.0,1,62,159,1,1,1
100.0,1,23,28,1,1,1
100.0,1,48,68,1,1,1
100.0,1,20,13,0,1,1
100.0,1,33,23,1,1,1
100.0,1,35,1702,1,1,1
100.0,1,32,46,1,1,1
100.0,1,39,90,1,1,1
100.0,0,0,12,1,1,1
100.0,1,16,65,0,1,1
100.0,0,10,94,0,1,1
100.0,1,36,282,1,1,1
100.0,0,14,79,1,1,1
100.0,1,19,38,1,1,1
100.0,1,22,3,0,1,1
100.0,1,6,65,1,1,1
100.0,1,10,57,1,1,1
100.0,1,15,96,1,1,1
100.0,1,20,29,1,1,1
100.0,1,32,24,1,1,1
100.0,1,7,15,1,1,1
100.0,1,7,8,1,1,1
100.0,1,15,42,1,1,1
100.0,1,19,128,1,1,1
100.0,0,3,30,0,1,1
100.0,1,22,28,1,1,1
100.0,1,22,1,1,1,1
100.0,1,8,29,1,1,1
100.0,0,23,1,1,1,1
100.0,0,16,2,1,1,1
100.0,1,53,65,1,1,1
100.0,0,6,5,0,1,1
100.0,1,13,13,1,1,1
100.0,0,24,47,1,1,1
100.0,1,24,19,1,1,1
100.0,1,14,39,0,1,1
100.0,1,9,307,1,1,1
100.0,0,4,14,1,1,1
100.0,0,5,0,1,1,1
100.0,1,10,5,1,1,1
100.0,1,6,846,1,1,1
100.0,1,65,15,1,1,1
100.0,1,12,9,1,1,1
100.0,1,5,10,1,1,1
100.0,1,7,90,1,1,1
100.0,1,17,18,1,1,1
100.0,1,20,97,1,1,1
100.0,0,7,34,1,1,1
100.0,1,8,35,1,1,1
100.0,1,5,22,1,1,1
100.0,1,14,23,1,1,1
100.0,0,5,62,0,1,1
100.0,0,6,6,1,1,1
100.0,1,3,7,1,1,1
100.0,0,7,33,1,1,1
100.0,1,24,27,0,1,1
100.0,0,15,12,1,1,1
100.0,1,4,49,0,1,1
100.0,1,7,72,0,1,1
100.0,0,0,0,0,0,0
100.0,1,13,23,1,1,1
100.0,1,16,77,1,1,1
100.0,0,0,0,0,0,0
100.0,1,19,30,1,1,1
100.0,1,4,22,1,1,1
100.0,1,9,34,1,1,1
100.0,0,7,8,1,1,1
100.0,1,15,25,1,1,1
100.0,0,17,26,1,1,1
100.0,1,19,10,1,1,1
100.0,1,17,40,1,1,1
100.0,1,17,30,1,1,1
100.0,1,30,10,1,1,1
100.0,1,8,120,1,1,1
100.0,1,6,34,0,1,1
100.0,1,12,30,1,1,1
100.0,1,14,96,1,1,1
100.0,1,5,14,1,1,1
100.0,1,20,104,1,1,1
100.0,0,20,6,1,1,1
100.0,1,36,28,0,1,1
100.0,1,8,120,1,1,1
100.0,0,4,25,0,1,1
100.0,1,46,42,0,1,1
100.0,1,6,25,0,1,1
100.0,1,13,18,1,1,1
100.0,1,6,15,1,1,1
100.0,1,40,40,1,1,1
100.0,1,26,34,1,1,1
100.0,1,10,45,1,1,1
100.0,1,35,25,1,1,1
100.0,0,25,9,0,1,1
100.0,0,15,29,1,1,1
100.0,1,31,26,1,1,1
100.0,1,6,80,1,1,1
100.0,0,77,38,0,1,1
100.0,0,9,2,1,1,1
100.0,1,15,9,1,1,1
100.0,1,8,65,1,1,1
100.0,0,10,3,1,1,1
100.0,1,15,32,1,1,1
100.0,0,17,31,1,1,1
100.0,1,5,6,1,1,1
100.0,1,7,78,1,1,1
100.0,1,15,26,0,1,1
100.0,1,26,9,1,1,1
100.0,1,12,30,1,1,1
100.0,1,11,42,1,1,1
100.0,1,4,3,1,1,1
100.0,1,12,27,0,1,1
100.0,1,24,105,1,1,1
100.0,1,7,9,1,1,1
100.0,0,5,6,1,1,1
100.0,1,60,34,1,1,1
100.0,1,9,36,0,1,1
100.0,0,15,9,1,1,1
100.0,1,14,154,1,1,1
100.0,1,12,3,1,1,1
100.0,1,5,95,1,1,1
100.0,1,14,32,1,1,1
100.0,1,48,39,1,1,1
100.0,1,6,38,1,1,1
100.0,1,11,6,1,1,1
100.0,1,3,23,1,1,1
100.0,1,4,33,1,1,1
100.0,0,1,0,1,1,1
100.0,1,4,11,1,1,1
100.0,1,9,19,1,1,1
100.0,1,11,170,1,1,1
100.0,0,26,5,1,1,1
100.0,1,7,83,1,1,1
100.0,1,8,12,1,1,1
100.0,1,8,51,1,1,1
100.0,1,17,60,1,1,1
100.0,1,16,34,1,1,1
100.0,1,8,50,1,1,1
100.0,0,11,23,1,1,1
100.0,1,54,78,1,1,1
100.0,0,3,0,1,1,1
100.0,0,13,24,1,1,1
100.0,0,12,5,1,1,1
100.0,0,15,185,1,1,1
100.0,1,8,10,0,1,1
100.0,1,8,24,1,1,1
100.0,0,0,0,0,0,0
100.0,1,22,36,1,1,1
100.0,0,2,4,1,1,1
100.0,1,11,37,1,1,1
100.0,1,6,533,1,1,1
100.0,1,17,56,1,1,1
100.0,1,14,116,1,1,1
100.0,1,15,136,1,1,1
100.0,0,2,114,1,1,1
100.0,1,16,31,1,1,1
100.0,1,30,44,1,1,1
100.0,0,9,19,0,1,1
100.0,1,3,11,1,1,1
100.0,0,11,96,1,1,1
100.0,0,4,5,1,1,1
100.0,0,12,24,1,1,1
100.0,1,14,15,1,1,1
100.0,1,5,254,1,1,1
100.0,1,24,37,1,1,1
100.0,0,5,34,1,1,1
100.0,1,4,62,1,1,1
100.0,1,15,63,1,1,1
100.0,0,10,26,1,1,1
100.0,1,37,77,1,1,1
100.0,0,4,3,0,1,1
100.0,1,6,187,1,1,1
100.0,1,13,25,1,1,1
100.0,0,6,12,0,1,1
100.0,0,1,41,0,1,1
100.0,1,9,11,1,1,1
100.0,0,6,8,1,1,1
100.0,0,1,48,1,1,1
100.0,1,24,26,1,1,1
100.0,0,7,9,1,1,1
100.0,1,17,157,1,1,1
100.0,0,11,141,1,1,1
100.0,0,9,18,1,1,1
100.0,1,6,22,0,1,1
100.0,1,36,14,1,1,1
100.0,1,39,69,0,1,1
100.0,1,7,16,1,1,1
100.0,1,14,28,1,1,1
100.0,0,4,33,0,1,1
100.0,1,20,84,1,1,1
100.0,1,6,32,1,1,1
100.0,1,21,31,1,1,1
100.0,0,3,1,0,1,1
100.0,1,5,85,0,1,1
100.0,1,3,35,1,1,1
100.0,1,11,9,1,1,1
100.0,1,8,155,1,1,1
100.0,1,6,1,0,1,1
100.0,0,8,12,0,1,1
100.0,1,23,6,0,1,1
100.0,1,21,1,1,1,1
100.0,0,17,3,1,1,1
100.0,0,26,5,0,1,1
100.0,0,0,0,0,0,0
100.0,1,32,5,0,1,1
100.0,1,7,0,1,1,1
100.0,0,10,66,1,1,1
100.0,1,12,40,0,1,1
100.0,1,0,30,0,1,1
100.0,1,0,1,0,1,1
100.0,1,17,50,1,1,1
100.0,1,43,101,1,1,1
100.0,1,42,24,1,1,1
100.0,1,47,61,1,1,1
100.0,0,11,56,1,1,1
100.0,1,44,46,1,1,1
100.0,1,20,1,1,1,1
100.0,1,16,2,1,1,1
100.0,1,3,42,0,1,1
100.0,1,13,14,1,1,1
100.0,1,25,31,1,1,1
100.0,0,3,5,0,1,1
100.0,1,7,9,1,1,1
100.0,1,10,1,0,1,1
100.0,1,17,15,0,1,1
100.0,1,12,9,1,1,1
100.0,1,5,20,1,1,1
100.0,1,69,16,1,1,1
100.0,0,4,53,1,1,1
100.0,1,7,34,1,1,1
100.0,1,22,4,0,1,1
100.0,1,1,1,1,1,1
100.0,1,16,33,1,1,1
100.0,1,20,10,1,1,1
100.0,1,6,54,0,1,1
100.0,1,12,25,1,1,1
100.0,1,6,3,1,1,1
100.0,0,4,0,0,1,1
100.0,1,27,10,1,1,1
100.0,1,5,3,0,1,1
100.0,0,4,47,1,1,1
100.0,1,9,13,1,1,1
100.0,0,4,3,0,1,1
100.0,1,4,59,0,1,1
100.0,0,7,2,1,1,1
100.0,0,4,6,0,1,1
100.0,0,6,6,0,1,1
100.0,1,36,18,1,1,1
100.0,0,19,6,0,1,1
100.0,1,17,45,1,1,1
100.0,1,26,30,1,1,1
100.0,0,6,2,1,1,1
100.0,0,2,1,1,1,1
100.0,1,8,43,1,1,1
100.0,0,20,78,0,1,1
100.0,1,1,19,0,1,1
100.0,1,2,17,1,1,1
100.0,0,18,107,1,1,1
100.0,0,0,12,1,1,1
100.0,1,4,17,1,1,1
100.0,1,27,19,1,1,1
100.0,0,14,5,1,1,1
100.0,1,1,9,1,1,1
100.0,1,7,13,1,1,1
100.0,1,44,85,1,1,1
100.0,1,16,36,1,1,1
100.0,1,18,26,0,1,1
100.0,1,8,80,1,1,1
100.0,0,18,0,1,1,1
100.0,1,27,32,1,1,1
100.0,1,80,60,1,1,1
100.0,1,32,32,0,1,1
100.0,1,43,82,0,1,1
100.0,1,11,69,1,1,1
100.0,1,5,47,0,1,1
100.0,0,6,1,0,1,1
100.0,1,5,18,1,1,1
100.0,1,34,12,1,1,1
100.0,1,67,34,1,1,1
100.0,1,18,22,1,1,1
100.0,1,8,21,1,1,1
100.0,1,22,11,1,1,1
100.0,1,45,70,0,1,1
100.0,1,43,25,1,1,1
100.0,0,4,2,1,1,1
100.0,1,2,2,1,1,1
100.0,0,6,6,0,1,1
100.0,0,4,39,1,1,1
100.0,0,44,32,1,1,1
100.0,1,70,17,1,1,1
100.0,1,4,98,0,1,1
100.0,1,6,17,1,1,1
100.0,0,0,27,0,1,1
100.0,1,4,9,1,1,1
100.0,0,1,15,0,1,1
100.0,1,17,58,1,1,1
100.0,0,2,5,1,1,1
100.0,1,4,62,1,1,1
100.0,1,2,56,0,1,1
100.0,1,7,23,1,1,1
100.0,1,11,17,1,1,1
100.0,0,7,7,1,1,1
100.0,0,13,25,0,1,1
100.0,1,30,140,1,1,1
100.0,1,15,13,1,1,1
100.0,0,12,2,1,1,1
100.0,1,5,16,1,1,1
100.0,1,9,8,1,1,1
100.0,0,4,11,1,1,1
100.0,0,6,66,1,1,1
100.0,1,13,201,0,1,1
100.0,1,9,20,1,1,1
100.0,0,9,3,0,1,1
100.0,1,8,38,1,1,1
100.0,0,16,22,0,1,1
100.0,1,19,1,1,1,1
100.0,1,23,3,1,1,1
100.0,1,2,16,1,1,1
100.0,1,10,8,1,1,1
100.0,1,25,13,1,1,1
100.0,0,2,8,1,1,1
100.0,0,7,11,0,1,1
100.0,1,23,74,1,1,1
100.0,1,7,16,0,1,1
100.0,1,13,44,1,1,1
100.0,1,38,23,1,1,1
100.0,0,4,54,0,1,1
100.0,1,36,21,0,1,1
100.0,1,37,16,1,1,1
100.0,0,0,21,1,1,1
100.0,1,15,17,1,1,1
100.0,1,13,152,1,1,1
100.0,1,10,22,0,1,1
100.0,1,27,225,1,1,1
100.0,1,33,38,1,1,1
100.0,1,12,46,1,1,1
100.0,1,18,149,1,1,1
100.0,1,17,24,1,1,1
100.0,1,0,25,1,1,1
100.0,0,25,29,1,1,1
100.0,1,42,39,1,1,1
100.0,1,12,9,1,1,1
100.0,1,19,30,1,1,1
100.0,1,11,67,0,1,1
100.0,1,3,22,1,1,1
100.0,1,3,6,0,1,1
100.0,0,3,35,1,1,1
100.0,1,8,31,1,1,1
100.0,1,26,254,1,1,1
100.0,1,23,20,1,1,1
100.0,1,14,59,1,1,1
100.0,1,33,14,1,1,1
100.0,0,26,199,1,1,1
100.0,0,11,4,0,1,1
100.0,1,29,36,1,1,1
100.0,1,3,67,1,1,1
100.0,1,13,13,1,1,1
100.0,1,12,13,1,1,1
100.0,1,16,3,1,1,1
100.0,1,10,16,0,1,1
100.0,1,62,45,1,1,1
100.0,0,0,0,0,0,0
100.0,1,10,14,0,1,1
100.0,0,20,36,1,1,1
100.0,1,29,45,1,1,1
100.0,1,9,0,1,1,1
100.0,0,11,214,1,1,1
100.0,0,15,22,1,1,1
100.0,1,34,17,1,1,1
100.0,1,3,52,1,1,1
100.0,1,19,140,1,1,1
100.0,1,5,43,1,1,1
100.0,1,22,39,1,1,1
100.0,1,8,11,0,1,1
100.0,1,27,12,1,1,1
100.0,0,3,4,1,1,1
100.0,1,15,7,0,1,1
100.0,1,5,19,0,1,1
100.0,1,10,106,1,1,1
100.0,1,21,2,1,1,1
100.0,0,25,31,1,1,1
100.0,0,7,8,1,1,1
100.0,1,46,15,1,1,1
100.0,1,10,174,1,1,1
100.0,1,16,9,1,1,1
100.0,1,5,8,1,1,1
100.0,1,7,10,0,1,1
100.0,0,0,20,1,1,1
100.0,1,30,64,0,1,1
100.0,1,4,72,1,1,1
100.0,1,10,15,0,1,1
100.0,1,13,40,1,1,1
100.0,1,24,89,1,1,1
100.0,1,6,13,1,1,1
100.0,1,13,22,1,1,1
100.0,0,15,37,1,1,1
100.0,1,13,32,1,1,1
100.0,1,46,35,1,1,1
100.0,1,16,32,1,1,1
100.0,1,9,25,1,1,1
100.0,0,1,11,1,1,1
100.0,1,17,50,1,1,1
100.0,1,23,34,1,1,1
100.0,0,18,69,1,1,1
100.0,1,24,106,0,1,1
100.0,1,21,74,0,1,1
100.0,1,29,18,0,1,1
100.0,1,0,0,0,1,1
100.0,0,4,1212,1,1,1
100.0,1,27,135,1,1,1
100.0,1,17,25,1,1,1
100.0,0,8,10,1,1,1
100.0,0,2,8,0,1,1
100.0,1,3,20,1,1,1
100.0,1,16,38,1,1,1
100.0,1,24,11,1,1,1
100.0,1,23,17,1,1,1
100.0,1,22,144,1,1,1
100.0,1,27,13,0,1,1
100.0,1,21,17,1,1,1
100.0,1,21,17,1,1,1
100.0,0,5,58,1,1,1
100.0,1,6,12,1,1,1
100.0,1,12,16,1,1,1
100.0,1,8,34,0,1,1
100.0,0,15,19,1,1,1
100.0,1,25,58,1,1,1
100.0,1,18,33,1,1,1
100.0,1,25,9,1,1,1
100.0,1,10,44,1,1,1
100.0,1,17,25,1,1,1
100.0,1,2,32,1,1,1
100.0,1,24,33,1,1,1
100.0,1,19,13,1,1,1
100.0,1,9,52,1,1,1
100.0,1,16,34,1,1,1
100.0,1,19,43,1,1,1
100.0,1,8,25,0,1,1
100.0,1,40,50,1,1,1
100.0,0,14,21,1,1,1
100.0,1,8,44,1,1,1
100.0,1,12,97,1,1,1
100.0,1,9,10,1,1,1
100.0,1,1,2,0,1,1
100.0,1,20,28,1,1,1
100.0,1,10,3,1,1,1
100.0,1,11,46,1,1,1
100.0,0,55,47,1,1,1
100.0,1,42,51,1,1,1
100.0,0,6,17,1,1,1
100.0,0,2,52,1,1,1
100.0,1,5,30,0,1,1
100.0,1,21,10,1,1,1
100.0,0,9,72,1,1,1
100.0,1,11,74,1,1,1
100.0,1,10,49,1,1,1
100.0,1,20,15,1,1,1
100.0,0,7,6,0,1,1
100.0,1,4,39,1,1,1
100.0,1,8,30,1,1,1
100.0,1,18,40,1,1,1
100.0,1,24,2,1,1,1
100.0,1,12,21,1,1,1
100.0,1,30,10,1,1,1
100.0,0,5,23,1,1,1
100.0,1,29,16,1,1,1
100.0,1,32,113,1,1,1
100.0,1,20,122,1,1,1
100.0,1,10,5,0,1,1
100.0,1,12,0,1,1,1
100.0,1,45,56,0,1,1
100.0,1,8,19,0,1,1
100.0,1,4,8,0,1,1
100.0,1,9,13,1,1,1
100.0,1,14,35,1,1,1
100.0,0,8,353,1,1,1
100.0,1,10,23,1,1,1
100.0,1,12,59,0,1,1
100.0,0,18,14,1,1,1
100.0,1,8,86,1,1,1
100.0,0,1,4,1,1,1
100.0,1,18,30,1,1,1
100.0,0,2,2,0,1,1
100.0,1,12,15,1,1,1
100.0,1,4,52,1,1,1
100.0,1,11,25,1,1,1
100.0,1,31,83,1,1,1
100.0,0,24,137,1,1,1
100.0,0,8,25,0,1,1
100.0,1,12,48,1,1,1
100.0,1,10,6,0,1,1
100.0,0,0,14,1,1,1
100.0,1,18,94,1,1,1
100.0,1,28,34,1,1,1
100.0,0,7,60,1,1,1
100.0,1,19,28,1,1,1
100.0,1,7,15,0,1,1
100.0,0,0,3,1,1,1
100.0,1,11,11,0,1,1
100.0,1,1,6,0,1,1
100.0,0,27,500,1,1,1
100.0,0,26,9,0,1,1
100.0,1,36,157,1,1,1
100.0,1,12,55,1,1,1
100.0,1,21,59,1,1,1
100.0,0,6,4,1,1,1
100.0,1,5,9,1,1,1
100.0,1,11,4,0,1,1
100.0,1,5,17,0,1,1
100.0,1,13,23,1,1,1
100.0,1,14,30,1,1,1
100.0,1,12,25,1,1,1
100.0,1,3,7,1,1,1
100.0,1,36,72,1,1,1
100.0,1,23,51,0,1,1
100.0,1,14,83,1,1,1
100.0,1,17,21,0,1,1
100.0,1,33,19,1,1,1
100.0,1,16,89,1,1,1
100.0,1,9,18,0,1,1
100.0,0,4,2,1,1,1
100.0,1,29,88,1,1,1
100.0,1,15,25,1,1,1
100.0,1,9,31,1,1,1
100.0,1,10,20,1,1,1
100.0,1,6,9,1,1,1
100.0,1,117,63,1,1,1
100.0,1,4,28,1,1,1
100.0,1,14,165,1,1,1
100.0,1,10,116,1,1,1
100.0,1,14,14,1,1,1
100.0,1,8,33,1,1,1
100.0,0,15,2,1,1,1
100.0,1,7,53,0,1,1
100.0,0,32,36,0,1,1
100.0,1,24,234,1,1,1
100.0,1,25,74,1,1,1
100.0,1,13,206,1,1,1
100.0,1,18,15,1,1,1
100.0,1,8,194,1,1,1
100.0,1,38,330,1,1,1
100.0,0,3,11,1,1,1
100.0,1,11,70,1,1,1
100.0,0,27,1,1,1,1
100.0,1,8,19,1,1,1
100.0,1,12,162,1,1,1
100.0,1,18,28,1,1,1
100.0,1,5,31,1,1,1
100.0,1,42,45,1,1,1
100.0,1,30,28,1,1,1
100.0,1,1,9,1,1,1
100.0,1,24,52,1,1,1
100.0,1,17,312,1,1,1
100.0,1,3,81,1,1,1
100.0,1,12,35,1,1,1
100.0,1,22,21,0,1,1
100.0,1,46,71,1,1,1
100.0,1,46,65,1,1,1
100.0,0,13,27,1,1,1
100.0,0,6,52,0,1,1
100.0,0,10,31,1,1,1
100.0,0,3,86,1,1,1
100.0,1,44,62,1,1,1
100.0,1,3,29,1,1,1
100.0,1,6,25,1,1,1
100.0,1,11,40,1,1,1
100.0,1,11,31,1,1,1
100.0,1,8,47,1,1,1
100.0,1,6,181,1,1,1
100.0,1,22,29,1,1,1
100.0,1,8,11,1,1,1
100.0,1,13,43,1,1,1
100.0,1,31,78,1,1,1
100.0,1,39,35,1,1,1
100.0,0,5,61,1,1,1
100.0,1,18,23,0,1,1
100.0,1,25,39,1,1,1
100.0,1,11,150,1,1,1
100.0,1,26,13,1,1,1
100.0,1,22,24,1,1,1
100.0,1,43,6,0,1,1
100.0,1,16,34,1,1,1
100.0,0,22,15,1,1,1
100.0,1,26,50,1,1,1
100.0,1,7,24,1,1,1
100.0,1,42,51,1,1,1
100.0,1,2,15,1,1,1
100.0,1,12,98,1,1,1
100.0,1,4,13,1,1,1
100.0,1,21,14,0,1,1
100.0,1,21,29,0,1,1
100.0,1,25,16,1,1,1
100.0,1,5,35,1,1,1
100.0,0,17,3,1,1,1
100.0,1,10,11,1,1,1
100.0,1,7,8,0,1,1
100.0,1,24,10,1,1,1
100.0,1,35,11,1,1,1
100.0,0,0,0,0,0,0
100.0,0,28,126,1,1,1
100.0,1,16,39,1,1,1
100.0,1,15,44,1,1,1
100.0,1,17,46,1,1,1
100.0,1,24,0,1,1,1
100.0,1,29,81,1,1,1
100.0,1,31,21,1,1,1
100.0,1,1,8,1,1,1
100.0,1,21,53,1,1,1
100.0,1,7,20,1,1,1
100.0,1,30,33,1,1,1
100.0,1,33,32,1,1,1
100.0,0,6,8,1,1,1
100.0,0,11,16,1,1,1
100.0,0,5,24,1,1,1
100.0,1,43,22,1,1,1
100.0,0,19,8,0,1,1
100.0,1,16,11,1,1,1
100.0,1,20,24,1,1,1
100.0,1,24,19,0,1,1
100.0,1,10,23,0,1,1
100.0,0,29,14,1,1,1
100.0,1,15,18,1,1,1
100.0,1,17,47,1,1,1
100.0,1,9,39,1,1,1
100.0,1,5,14,1,1,1
100.0,0,20,29,1,1,1
100.0,1,59,71,1,1,1
100.0,1,27,27,1,1,1
100.0,1,23,52,0,1,1
100.0,1,21,20,1,1,1
100.0,1,59,53,1,1,1
100.0,0,7,16,0,1,1
100.0,1,25,17,1,1,1
100.0,1,7,2,1,1,1
100.0,1,50,37,0,1,1
100.0,1,61,60,1,1,1
100.0,1,24,8,1,1,1
100.0,1,21,563,1,1,1
100.0,1,15,24,0,1,1
100.0,1,12,35,1,1,1
100.0,1,46,23,1,1,1
100.0,1,17,24,1,1,1
100.0,1,6,11,1,1,1
100.0,1,41,18,0,1,1
100.0,0,8,10,1,1,1
100.0,1,4,266,1,1,1
100.0,0,11,19,0,1,1
100.0,1,10,28,0,1,1
100.0,1,5,12,1,1,1
100.0,1,36,37,1,1,1
100.0,1,35,29,1,1,1
100.0,0,17,11,0,1,1
100.0,1,8,13,1,1,1
100.0,1,23,80,1,1,1
100.0,1,6,5,1,1,1
100.0,1,24,136,1,1,1
100.0,1,13,33,0,1,1
100.0,1,4,13,1,1,1
100.0,1,15,34,1,1,1
100.0,1,6,131,1,1,1
100.0,1,18,6,1,1,1
100.0,1,15,4,1,1,1
100.0,1,18,27,1,1,1
100.0,1,23,36,1,1,1
100.0,0,10,10,0,1,1
100.0,1,12,12,1,1,1
100.0,1,4,1,0,1,1
100.0,1,22,112,1,1,1
100.0,1,18,33,1,1,1
100.0,1,21,21,1,1,1
100.0,1,19,46,1,1,1
100.0,1,8,6,1,1,1
100.0,1,16,27,1,1,1
100.0,0,9,22,1,1,1
100.0,0,14,66,1,1,1
100.0,1,18,110,1,1,1
100.0,1,8,20,1,1,1
100.0,0,7,36,1,1,1
100.0,1,21,44,1,1,1
100.0,0,7,19,1,1,1
100.0,1,58,255,1,1,1
100.0,1,9,12,1,1,1
100.0,1,7,61,1,1,1
100.0,1,34,81,1,1,1
100.0,1,11,32,1,1,1
100.0,1,26,54,1,1,1
100.0,1,47,13,0,1,1
100.0,1,14,20,1,1,1
100.0,1,113,24,1,1,1
100.0,0,13,46,1,1,1
100.0,0,1,18,1,1,1
100.0,1,3,16,0,1,1
100.0,1,2,6,1,1,1
100.0,1,11,195,0,1,1
100.0,1,8,20,1,1,1
100.0,0,5,17,1,1,1
100.0,1,18,49,1,1,1
100.0,1,28,26,1,1,1
100.0,0,29,34,1,1,1
100.0,1,10,19,1,1,1
100.0,1,21,19,1,1,1
100.0,0,11,2,1,1,1
100.0,1,0,1,0,1,1
100.0,1,30,154,0,1,1
100.0,1,29,27,0,1,1
100.0,1,26,94,1,1,1
100.0,0,14,33,1,1,1
100.0,1,40,52,1,1,1
100.0,1,2,9,1,1,1
100.0,0,8,9,1,1,1
100.0,1,2,8,1,1,1
100.0,1,44,19,1,1,1
100.0,1,12,633,1,1,1
100.0,1,5,49,1,1,1
100.0,1,349,144,1,1,1
100.0,1,7,6,1,1,1
100.0,1,16,119,1,1,1
100.0,1,16,21,1,1,1
100.0,1,12,103,1,1,1
100.0,1,40,42,0,1,1
100.0,1,66,20,0,1,1
100.0,1,6,10,1,1,1
100.0,0,3,30,1,1,1
100.0,0,11,27,0,1,1
100.0,0,7,60,1,1,1
100.0,1,21,18,0,1,1
100.0,1,11,0,1,1,1
100.0,1,5,11,0,1,1
100.0,1,11,50,1,1,1
100.0,1,17,26,1,1,1
100.0,1,1,39,0,1,1
100.0,1,14,30,0,1,1
100.0,1,12,30,1,1,1
100.0,1,9,17,1,1,1
100.0,1,21,29,1,1,1
100.0,1,11,17,1,1,1
100.0,1,13,29,0,1,1
100.0,1,15,24,1,1,1
100.0,0,13,12,1,1,1
100.0,1,5,30,1,1,1
100.0,1,35,46,1,1,1
100.0,1,37,11,0,1,1
100.0,0,10,6,0,1,1
100.0,1,19,54,0,1,1
100.0,1,26,19,0,1,1
100.0,1,13,48,0,1,1
100.0,1,32,14,0,1,1
100.0,1,20,32,1,1,1
100.0,1,20,124,1,1,1
100.0,1,19,22,1,1,1
100.0,1,3,23,0,1,1
100.0,1,17,2,1,1,1
100.0,1,8,60,0,1,1
100.0,1,6,15,1,1,1
100.0,1,10,5,1,1,1
100.0,1,3,5,1,1,1
100.0,1,27,154,1,1,1
100.0,1,15,26,1,1,1
100.0,1,16,23,1,1,1
100.0,1,23,39,1,1,1
100.0,1,19,42,1,1,1
100.0,1,20,11,1,1,1
100.0,1,14,46,0,1,1
100.0,1,7,30,1,1,1
100.0,1,12,52,0,1,1
100.0,1,29,26,1,1,1
100.0,1,17,194,0,1,1
100.0,1,27,37,1,1,1
100.0,1,12,72,1,1,1
100.0,1,25,36,1,1,1
100.0,1,23,34,1,1,1
100.0,0,11,9,1,1,1
100.0,1,3,15,0,1,1
100.0,1,41,76,1,1,1
100.0,1,9,39,1,1,1
100.0,0,11,31,0,1,1
100.0,1,15,14,1,1,1
100.0,1,7,80,1,1,1
100.0,0,22,12,0,1,1
100.0,0,2,84,1,1,1
100.0,0,0,0,0,0,0
100.0,1,25,37,1,1,1
100.0,1,11,60,1,1,1
100.0,0,2,3,0,1,1
100.0,0,17,43,1,1,1
100.0,1,10,9,1,1,1
100.0,1,33,46,1,1,1
100.0,0,6,5,1,1,1
100.0,1,3,3,1,1,1
100.0,1,41,20,1,1,1
100.0,1,12,4,1,1,1
100.0,1,16,83,1,1,1
100.0,1,38,8,1,1,1
100.0,1,8,20,1,1,1
100.0,0,13,20,1,1,1
100.0,0,0,0,0,0,0
100.0,1,10,23,1,1,1
100.0,1,18,56,0,1,1
100.0,1,3,25,1,1,1
100.0,1,15,19,0,1,1
100.0,0,4,5,0,1,1
100.0,1,20,16,1,1,1
100.0,1,2,5,1,1,1
100.0,1,5,24,0,1,1
100.0,1,3,37,1,1,1
100.0,1,18,32,1,1,1
100.0,1,14,17,1,1,1
100.0,1,6,46,1,1,1
100.0,1,15,240,1,1,1
100.0,1,42,63,1,1,1
100.0,0,38,27,1,1,1
100.0,1,13,2,1,1,1
100.0,1,8,32,1,1,1
100.0,0,10,29,1,1,1
100.0,1,36,87,1,1,1
100.0,1,10,21,0,1,1
100.0,1,11,15,1,1,1
100.0,1,51,64,1,1,1
100.0,1,10,46,0,1,1
100.0,1,6,5,1,1,1
100.0,1,16,33,1,1,1
100.0,1,34,329,1,1,1
100.0,1,42,53,1,1,1
100.0,1,10,49,1,1,1
100.0,0,13,7,1,1,1
100.0,1,10,40,0,1,1
100.0,1,34,20,1,1,1
100.0,1,11,51,0,1,1
100.0,1,14,19,1,1,1
100.0,1,7,25,1,1,1
